CODE;X_LONG;Y_LAT
CARZO_507;-70.73053133;-17.53604332
CARZO_508;-70.73060132;-17.53680532
CARZO_509;-70.71488399;-17.50539891
CARZO_510;-70.7261465;-17.5308395
CARZO_511;-70.72847759;-17.54126173
CARZO_512;-70.72865185;-17.54117439
CARZO_513;-70.72865185;-17.5411743
CARZO_514;-70.7286516;-17.54117489
CARZO_515;-70.72850442;-17.5413411
CARZO_516;-70.72845153;-17.54140581
CARZO_517;-70.7282968;-17.5413732
CARZO_518;-70.7283543;-17.54154512
CARZO_519;-70.72756246;-17.54155417
CARZO_520;-70.72793813;-17.54215859
CARZO_521;-70.72793151;-17.54215473
CARZO_522;-70.72825522;-17.5428024
CARZO_523;-70.72823552;-17.54280224
CARZO_524;-70.72824902;-17.54279729
CARZO_525;-70.72823519;-17.54276695
CARZO_526;-70.72816604;-17.54278748
CARZO_527;-70.72814223;-17.54279704
CARZO_528;-70.72811566;-17.54281657
CARZO_529;-70.72718929;-17.54236839
CARZO_530;-70.72719231;-17.54235246
CARZO_531;-70.72718259;-17.54232036
CARZO_532;-70.72718653;-17.54229454
CARZO_533;-70.72718477;-17.54227661
CARZO_534;-70.72717655;-17.54219681
CARZO_535;-70.72717178;-17.54220192
CARZO_536;-70.72717798;-17.54218072
CARZO_537;-70.72718561;-17.54210964
CARZO_538;-70.72717714;-17.54210855
CARZO_539;-70.72718301;-17.54209983
CARZO_540;-70.72719164;-17.54203051
CARZO_541;-70.72718946;-17.54203135
CARZO_542;-70.72719005;-17.54202968
CARZO_543;-70.72719114;-17.54194334
CARZO_544;-70.72718636;-17.54194393
CARZO_545;-70.72718326;-17.54191451
CARZO_546;-70.72717387;-17.5419078
CARZO_547;-70.72910883;-17.54356734
CARZO_548;-70.72748518;-17.544013
CARZO_549;-70.7272188;-17.54450686
CARZO_550;-70.72762976;-17.54627201
CARZO_551;-70.72783261;-17.5463073
CARZO_552;-70.72785876;-17.54648306
CARZO_553;-70.72792254;-17.54725914
CARZO_554;-70.72820183;-17.54789365
CARZO_555;-70.7304082;-17.54699495
CARZO_556;-70.7307936;-17.5479245
CARZO_557;-70.73081262;-17.54870309
CARZO_558;-70.73023587;-17.54767707
CARZO_559;-70.72757553;-17.54769484
CARZO_560;-70.72755667;-17.54750624
CARZO_561;-70.72694538;-17.54755016
CARZO_562;-70.72687908;-17.54753684
CARZO_563;-70.72753706;-17.54815777
CARZO_564;-70.72801718;-17.548428
CARZO_565;-70.72856686;-17.54933191
CARZO_566;-70.72904438;-17.54978822
CARZO_567;-70.72909894;-17.54977045
CARZO_568;-70.72906927;-17.54976466
CARZO_569;-70.72905242;-17.54981009
CARZO_570;-70.72917606;-17.55026883
CARZO_571;-70.72904203;-17.55079991
CARZO_572;-70.72908897;-17.55101667
CARZO_573;-70.7314815;-17.55034209
CARZO_574;-70.73148611;-17.55030236
CARZO_575;-70.73048866;-17.55194304
CARZO_576;-70.73052269;-17.55307937
CARZO_577;-70.73019706;-17.55306839
CARZO_578;-70.73019169;-17.55307627
CARZO_579;-70.72930112;-17.55513604
CARZO_580;-70.72934286;-17.55512883
CARZO_581;-70.72977813;-17.55899205
CARZO_582;-70.72976958;-17.55898627
CARZO_583;-70.73099904;-17.56051127
CARZO_584;-70.73076367;-17.56016501
CARZO_585;-70.72940178;-17.56332071
CARZO_586;-70.72904421;-17.56385556
CARZO_587;-70.72904765;-17.5639025
CARZO_588;-70.72904781;-17.56390309
CARZO_589;-70.72904304;-17.56390904
CARZO_590;-70.72904329;-17.56391055
CARZO_591;-70.729037;-17.56401784
CARZO_592;-70.72903591;-17.56401306
CARZO_593;-70.7290303;-17.56404893
CARZO_594;-70.72903809;-17.56405061
CARZO_595;-70.72903482;-17.56406394
CARZO_596;-70.72903432;-17.56407249
CARZO_597;-70.72902703;-17.56408548
CARZO_598;-70.72902082;-17.56407936
CARZO_599;-70.72902166;-17.56408112
CARZO_600;-70.72902183;-17.56408338
CARZO_601;-70.7290246;-17.56411708
CARZO_602;-70.72902451;-17.56411733
CARZO_603;-70.72902535;-17.56412035
CARZO_604;-70.72903055;-17.56411146
CARZO_605;-70.72906542;-17.56420601
CARZO_606;-70.72902242;-17.56451522
CARZO_607;-70.74274963;-17.59631222
CARZO_608;-70.73951891;-17.59289282
CARZO_609;-70.73873118;-17.59013811
CARZO_610;-70.73844594;-17.58930855
CARZO_611;-70.7382312;-17.58879097
CARZO_612;-70.73894592;-17.58575295
CARZO_613;-70.73894609;-17.58575278
CARZO_614;-70.73932168;-17.58589896
CARZO_615;-70.73949049;-17.58605679
CARZO_616;-70.73821753;-17.58431143
CARZO_617;-70.73812206;-17.58404271
CARZO_618;-70.73808485;-17.58390105
CARZO_619;-70.73804897;-17.58378496
CARZO_620;-70.73802324;-17.58372545
CARZO_621;-70.73789869;-17.5836221
CARZO_622;-70.73789659;-17.58362344
CARZO_623;-70.73782149;-17.58355178
CARZO_624;-70.73787622;-17.5833253
CARZO_625;-70.73782761;-17.5831875
CARZO_626;-70.73778603;-17.58298466
CARZO_627;-70.73774362;-17.58293252
CARZO_628;-70.73774119;-17.58287142
CARZO_629;-70.73773381;-17.58268819
CARZO_630;-70.73768335;-17.58254863
CARZO_631;-70.73728907;-17.58174255
CARZO_632;-70.73731673;-17.58170592
CARZO_633;-70.7372345;-17.58170273
CARZO_634;-70.73722453;-17.58170013
CARZO_635;-70.73703149;-17.58209316
CARZO_636;-70.73701029;-17.58285055
CARZO_637;-70.73681817;-17.58307141
CARZO_638;-70.73667007;-17.58294133
CARZO_639;-70.73648298;-17.5827736
CARZO_640;-70.73620261;-17.58304652
CARZO_641;-70.7361871;-17.58304426
CARZO_642;-70.73654945;-17.58198772
CARZO_643;-70.73658834;-17.58196676
CARZO_644;-70.73651056;-17.58191345
CARZO_645;-70.73657694;-17.58179535
CARZO_646;-70.73669152;-17.5817718
CARZO_647;-70.73665448;-17.58115162
CARZO_648;-70.73656303;-17.58094853
CARZO_649;-70.73633479;-17.58062247
CARZO_650;-70.73578577;-17.58078223
CARZO_651;-70.73519024;-17.58011109
CARZO_652;-70.73515286;-17.57958798
CARZO_653;-70.73550381;-17.57989283
CARZO_654;-70.73592693;-17.57961472
CARZO_655;-70.73503442;-17.57836087
CARZO_656;-70.73453;-17.57685724
CARZO_657;-70.73434811;-17.57656781
CARZO_658;-70.73456713;-17.57594017
CARZO_659;-70.73271909;-17.57566198
CARZO_660;-70.73275538;-17.57551429
CARZO_661;-70.73264365;-17.5752278
CARZO_662;-70.73215817;-17.57454123
CARZO_663;-70.73218332;-17.57453897
CARZO_664;-70.73215197;-17.57451542
CARZO_665;-70.73201685;-17.57338998
CARZO_666;-70.73212615;-17.57400731
CARZO_667;-70.73366281;-17.56986849
CARZO_668;-70.73368619;-17.56987545
CARZO_669;-70.73368988;-17.56986413
CARZO_670;-70.73372182;-17.56984745
CARZO_671;-70.73369055;-17.56982725
CARZO_672;-70.73366029;-17.56974913
CARZO_673;-70.73367731;-17.56972499
CARZO_674;-70.73136164;-17.56982465
CARZO_675;-70.73142065;-17.57008541
CARZO_676;-70.73109141;-17.56983421
CARZO_677;-70.7309371;-17.56969364
CARZO_678;-70.73070374;-17.56961854
CARZO_679;-70.73041113;-17.56971921
CARZO_680;-70.73069653;-17.56925301
CARZO_681;-70.73086526;-17.56920221
CARZO_682;-70.73075948;-17.56885822
CARZO_683;-70.73057684;-17.5688899
CARZO_684;-70.72993948;-17.56890792
CARZO_685;-70.72970697;-17.56933062
CARZO_686;-70.72980068;-17.56860752
CARZO_687;-70.73053904;-17.56811089
CARZO_688;-70.73047861;-17.56757646
CARZO_689;-70.73078203;-17.56745643
CARZO_690;-70.73094816;-17.56695
CARZO_691;-70.73096006;-17.56695477
CARZO_692;-70.73169013;-17.56635605
CARZO_693;-70.73167873;-17.56635714
CARZO_694;-70.73148284;-17.56600686
CARZO_695;-70.73124454;-17.56608171
CARZO_696;-70.73124203;-17.56607635
CARZO_697;-70.73128168;-17.56591751
CARZO_698;-70.73118579;-17.56620719
CARZO_699;-70.73038179;-17.56608783
CARZO_700;-70.72925191;-17.56674631
CARZO_701;-70.72911931;-17.56752139
CARZO_702;-70.72922434;-17.56781962
CARZO_703;-70.72921562;-17.56786496
CARZO_704;-70.72878395;-17.56737672
CARZO_705;-70.68302178;-17.45259225
CARZO_706;-70.68244938;-17.45243845
CARZO_707;-70.68157883;-17.4518466
CARZO_708;-70.68091432;-17.45137076
CARZO_709;-73.86338088;-12.39851167
CARZO_710;-70.68075607;-17.45153463
CARZO_711;-70.6800861;-17.45068302
CARZO_712;-70.68243932;-17.4504511
CARZO_713;-70.68338094;-17.45097287
CARZO_714;-70.68346434;-17.45123606
CARZO_715;-70.68346082;-17.451239
CARZO_716;-70.68405602;-17.45135525
CARZO_717;-70.68403867;-17.45157494
CARZO_718;-70.68437194;-17.45172037
CARZO_719;-70.68404068;-17.45196302
CARZO_720;-70.68399852;-17.45198364
CARZO_721;-70.68400271;-17.45198004
CARZO_722;-70.68400498;-17.45198213
CARZO_723;-70.6854532;-17.45228992
CARZO_724;-70.68547432;-17.45226888
CARZO_725;-70.68586249;-17.45074228
CARZO_726;-70.68583231;-17.45148903
CARZO_727;-70.68593491;-17.45187418
CARZO_728;-70.68695256;-17.45185926
CARZO_729;-70.68672842;-17.45215145
CARZO_730;-70.68693462;-17.45216872
CARZO_731;-70.68729454;-17.45223242
CARZO_732;-70.68730728;-17.45236427
CARZO_733;-70.68801362;-17.45259024
CARZO_734;-70.68823197;-17.45233937
CARZO_735;-70.68882759;-17.45241657
CARZO_736;-70.68986745;-17.4529505
CARZO_737;-70.69093027;-17.45378659
CARZO_738;-70.69092994;-17.45380755
CARZO_739;-70.69128114;-17.45549742
CARZO_740;-70.69086732;-17.45579322
CARZO_741;-70.69100353;-17.45696677
CARZO_742;-70.69108131;-17.45715193
CARZO_743;-70.69119732;-17.45724706
CARZO_744;-70.69238554;-17.45661372
CARZO_745;-70.69235075;-17.45655371
CARZO_746;-70.69236668;-17.45658657
CARZO_747;-70.69240255;-17.45668212
CARZO_748;-70.69254513;-17.4568024
CARZO_749;-70.69256013;-17.45688781
CARZO_750;-70.69266725;-17.45700348
CARZO_751;-70.69274445;-17.45702159
CARZO_752;-70.69271687;-17.45709417
CARZO_753;-70.69288937;-17.45765693
CARZO_754;-70.69302432;-17.4577493
CARZO_755;-70.69221882;-17.45820276
CARZO_756;-70.69223165;-17.45820679
CARZO_757;-70.69208731;-17.45894029
CARZO_758;-70.69214934;-17.45941646
CARZO_759;-70.69224095;-17.459466
CARZO_760;-70.69250682;-17.45981452
CARZO_761;-70.69253465;-17.45990538
CARZO_762;-70.69319028;-17.4587408
CARZO_763;-70.69323169;-17.45874918
CARZO_764;-70.69325298;-17.45886703
CARZO_765;-70.69337083;-17.45897599
CARZO_766;-70.69343437;-17.45901723
CARZO_767;-70.69346068;-17.45911723
CARZO_768;-70.69402772;-17.4591604
CARZO_769;-70.69397072;-17.45920356
CARZO_770;-70.6940646;-17.45939995
CARZO_771;-70.6938776;-17.45980849
CARZO_772;-70.69399679;-17.46038843
CARZO_773;-70.69370854;-17.46045515
CARZO_774;-70.69360075;-17.46032506
CARZO_775;-70.69462996;-17.46093686
CARZO_776;-70.69474814;-17.46106083
CARZO_777;-70.69460901;-17.46135
CARZO_778;-70.69471587;-17.4613697
CARZO_779;-70.69486591;-17.46139887
CARZO_780;-70.69489667;-17.46139971
CARZO_781;-70.6948266;-17.46184395
CARZO_782;-70.69469802;-17.46205014
CARZO_783;-70.69429443;-17.46208895
CARZO_784;-70.693817;-17.46249673
CARZO_785;-70.69289742;-17.46242163
CARZO_786;-70.69255535;-17.46227394
CARZO_787;-70.6924966;-17.46217931
CARZO_788;-70.69190576;-17.46263897
CARZO_789;-70.69178414;-17.4625896
CARZO_790;-70.69168464;-17.46259203
CARZO_791;-70.69140628;-17.46242926
CARZO_792;-70.69122615;-17.46233043
CARZO_793;-70.69124878;-17.46228039
CARZO_794;-70.69133461;-17.46224896
CARZO_795;-70.69158465;-17.46214226
CARZO_796;-70.6915709;-17.46212893
CARZO_797;-70.69122531;-17.46208744
CARZO_798;-70.69136051;-17.46194352
CARZO_799;-70.6913611;-17.46180388
CARZO_800;-70.69113001;-17.46188192
CARZO_801;-70.69106296;-17.46178092
CARZO_802;-70.69102817;-17.46175242
CARZO_803;-70.69106329;-17.46168695
CARZO_804;-70.69080681;-17.46156584
CARZO_805;-70.69184449;-17.46164454
CARZO_806;-70.69195018;-17.46174512
CARZO_807;-70.69213986;-17.46155695
CARZO_808;-70.69220977;-17.46143633
CARZO_809;-70.69233902;-17.46116476
CARZO_810;-70.69237573;-17.46104071
CARZO_811;-70.69245134;-17.4607434
CARZO_812;-70.69227615;-17.46076905
CARZO_813;-70.69200659;-17.46079001
CARZO_814;-70.69198086;-17.46104113
CARZO_815;-70.69199377;-17.46119091
CARZO_816;-70.69105583;-17.46102235
CARZO_817;-70.69112599;-17.46079428
CARZO_818;-70.69118391;-17.46060904
CARZO_819;-70.69122221;-17.46059571
CARZO_820;-70.69109447;-17.46055598
CARZO_821;-70.69085718;-17.46081968
CARZO_822;-70.69058552;-17.460703
CARZO_823;-70.69065417;-17.46028726
CARZO_824;-70.69053624;-17.4595898
CARZO_825;-70.69050799;-17.45958352
CARZO_826;-70.69038176;-17.45933717
CARZO_827;-70.6904204;-17.45934765
CARZO_828;-70.69004942;-17.45955418
CARZO_829;-70.69079817;-17.45855732
CARZO_830;-70.69056214;-17.45844861
CARZO_831;-70.69052165;-17.4584331
CARZO_832;-70.68990299;-17.45778719
CARZO_833;-70.68975287;-17.45796111
CARZO_834;-70.68947936;-17.45783748
CARZO_835;-70.68928977;-17.45798366
CARZO_836;-70.68916647;-17.45783178
CARZO_837;-70.68944684;-17.45694389
CARZO_838;-70.68924333;-17.45646025
CARZO_839;-70.68917569;-17.45636218
CARZO_840;-70.68863564;-17.45659495
CARZO_841;-70.6884701;-17.45647165
CARZO_842;-70.68803575;-17.45605859
CARZO_843;-70.68806559;-17.45596798
CARZO_844;-70.68833607;-17.45583127
CARZO_845;-70.68836784;-17.45586623
CARZO_846;-70.68802385;-17.45559147
CARZO_847;-70.6879184;-17.4554079
CARZO_848;-70.68732597;-17.45532517
CARZO_849;-70.68711676;-17.45544847
CARZO_850;-70.68736997;-17.4544439
CARZO_851;-70.68716839;-17.45444893
CARZO_852;-70.68714551;-17.45445605
CARZO_853;-70.68662264;-17.45475319
CARZO_854;-70.67380361;-17.43882657
CARZO_855;-70.67381862;-17.43876647
CARZO_856;-70.67383463;-17.43876748
CARZO_857;-70.67369901;-17.43870352
CARZO_858;-70.67327606;-17.43846053
CARZO_859;-70.67296048;-17.43810799
CARZO_860;-70.67294162;-17.4381644
CARZO_861;-70.67270894;-17.43807823
CARZO_862;-70.67271698;-17.43808385
CARZO_863;-70.67269695;-17.4381307
CARZO_864;-70.67265789;-17.43811847
CARZO_865;-70.67255722;-17.43816138
CARZO_866;-70.67265454;-17.43801076
CARZO_867;-70.67265647;-17.43797866
CARZO_868;-70.67268748;-17.43794421
CARZO_869;-70.67276568;-17.4379282
CARZO_870;-70.67430996;-17.43886286
CARZO_871;-70.67431038;-17.43893302
CARZO_872;-70.67427124;-17.43897652
CARZO_873;-70.67433184;-17.43894652
CARZO_874;-70.67432966;-17.43910703
CARZO_875;-70.67435288;-17.43910896
CARZO_876;-70.67436143;-17.43915816
CARZO_877;-70.67449059;-17.4390844
CARZO_878;-70.6745258;-17.4390652
CARZO_879;-70.67457827;-17.43880553
CARZO_880;-70.6746154;-17.43879874
CARZO_881;-70.67488907;-17.43901558
CARZO_882;-70.67517883;-17.43900309
CARZO_883;-70.67524245;-17.43898499
CARZO_884;-70.67530548;-17.43901634
CARZO_885;-70.67572684;-17.43918666
CARZO_886;-70.67585525;-17.43934742
CARZO_887;-70.6758814;-17.43936863
CARZO_888;-70.67595248;-17.43947407
CARZO_889;-70.67615164;-17.44000213
CARZO_890;-70.67607008;-17.4400821
CARZO_891;-70.67668196;-17.44024923
CARZO_892;-70.67686385;-17.4402385
CARZO_893;-70.67719242;-17.44016809
CARZO_894;-70.67748369;-17.44020062
CARZO_895;-70.6774577;-17.44034722
CARZO_896;-70.67717174;-17.43999358
CARZO_897;-70.67738876;-17.44066701
CARZO_898;-70.67745429;-17.44070893
CARZO_899;-70.67717174;-17.43999358
CARZO_900;-70.67768302;-17.44079944
CARZO_901;-70.67800471;-17.44072817
CARZO_902;-70.67819548;-17.44039365
CARZO_903;-70.67829438;-17.44039809
CARZO_904;-70.67806246;-17.44066564
CARZO_905;-70.6783694;-17.44077888
CARZO_906;-70.678444;-17.44089916
CARZO_907;-70.67819146;-17.44119982
CARZO_908;-70.67802365;-17.44128398
CARZO_909;-70.67808945;-17.44138992
CARZO_910;-70.67848331;-17.44151968
CARZO_911;-70.67249675;-17.43802059
CARZO_912;-70.67244285;-17.43805593
CARZO_913;-70.67255902;-17.43830498
CARZO_914;-70.67220088;-17.43824798
CARZO_915;-70.67214752;-17.4382694
CARZO_916;-70.67245882;-17.43802136
CARZO_917;-70.67204628;-17.43774833
CARZO_918;-70.6719712;-17.4377214
CARZO_919;-70.67193717;-17.43769602
CARZO_920;-70.67104775;-17.4381777
CARZO_921;-70.67175282;-17.43743354
CARZO_922;-70.67218534;-17.436233
CARZO_923;-70.6696171;-17.43799425
CARZO_924;-70.66971877;-17.43771563
CARZO_925;-70.67156343;-17.43694953
CARZO_926;-70.67813318;-17.44115943
CARZO_927;-70.67676981;-17.44231378
CARZO_928;-70.67677584;-17.4420572
CARZO_929;-70.67692561;-17.44270563
CARZO_930;-70.67707272;-17.44086937
CARZO_931;-70.67720797;-17.44273117
CARZO_932;-70.67725652;-17.44279031
CARZO_933;-70.67763387;-17.44321697
CARZO_934;-70.67726404;-17.4430868
CARZO_935;-70.67763387;-17.44321697
CARZO_936;-70.67739902;-17.44316835
CARZO_937;-70.67763387;-17.44321697
CARZO_938;-70.67763518;-17.44335972
CARZO_939;-70.67763387;-17.44321697
CARZO_940;-70.67801114;-17.44376914
CARZO_941;-70.67765571;-17.44375244
CARZO_942;-70.67786502;-17.44369447
CARZO_943;-70.67797973;-17.44385434
CARZO_944;-70.67801114;-17.44376914
CARZO_945;-70.67824755;-17.4436691
CARZO_946;-70.67851565;-17.44505739
CARZO_947;-70.67806992;-17.44253992
CARZO_948;-70.67783372;-17.44297377
CARZO_949;-70.67805114;-17.44326957
CARZO_950;-70.67910651;-17.44507092
CARZO_951;-70.67929845;-17.44583074
CARZO_952;-70.67937615;-17.44595806
CARZO_953;-70.67908891;-17.44654488
CARZO_954;-70.67920634;-17.4469918
CARZO_955;-70.67921815;-17.44702566
CARZO_956;-70.67891146;-17.44746395
CARZO_957;-70.67908882;-17.44775221
CARZO_958;-70.67834447;-17.44595854
CARZO_959;-70.67841744;-17.44550739
CARZO_960;-70.67866731;-17.44642587
CARZO_961;-70.67885309;-17.44650174
CARZO_962;-70.67896232;-17.44572363
CARZO_963;-70.67899127;-17.44593447
CARZO_964;-70.67893768;-17.44683671
CARZO_965;-70.67916517;-17.4464514
CARZO_966;-70.67888296;-17.44157979
CARZO_967;-70.6785881;-17.4401573
CARZO_968;-70.67875821;-17.44124813
CARZO_969;-70.67875821;-17.44124813
CARZO_970;-70.67882456;-17.44138013
CARZO_971;-70.67916687;-17.441538
CARZO_972;-70.67991434;-17.44134492
CARZO_973;-70.67939736;-17.44165578
CARZO_974;-70.67934306;-17.44227384
CARZO_975;-70.67916594;-17.44241304
CARZO_976;-70.67916983;-17.4433832
CARZO_977;-70.68012072;-17.44267408
CARZO_978;-70.67951272;-17.44410635
CARZO_979;-70.67902584;-17.44156738
CARZO_980;-70.68040945;-17.44207979
CARZO_981;-70.68006378;-17.44165811
CARZO_982;-70.6798053;-17.44149556
CARZO_983;-70.6799134;-17.44218816
CARZO_984;-70.67987194;-17.44362242
CARZO_985;-70.68005274;-17.44475861
CARZO_986;-70.68018704;-17.44457016
CARZO_987;-70.6805412;-17.44526981
CARZO_988;-70.68035912;-17.44509325
CARZO_989;-70.68035912;-17.44509325
CARZO_990;-70.68047667;-17.44522418
CARZO_991;-70.68047667;-17.44522418
CARZO_992;-70.68058329;-17.44570309
CARZO_993;-70.68033845;-17.44562211
CARZO_994;-70.68060126;-17.4460819
CARZO_995;-70.68077175;-17.44618519
CARZO_996;-70.68090346;-17.44609327
CARZO_997;-70.68088846;-17.4462236
CARZO_998;-70.68106142;-17.44648346
CARZO_999;-70.68107573;-17.44681134
CARZO_1000;-70.68083562;-17.44615845
CARZO_1001;-70.68100363;-17.4466793
CARZO_1002;-70.6810672;-17.44666151
CARZO_1003;-70.6810021;-17.44773481
CARZO_1004;-70.6808378;-17.44695142
CARZO_1005;-70.68139672;-17.44792782
CARZO_1006;-70.68133678;-17.44796167
CARZO_1007;-70.68128373;-17.4480082
CARZO_1008;-70.68065596;-17.44818736
CARZO_1009;-70.68023671;-17.44821331
CARZO_1010;-70.68019852;-17.44854552
CARZO_1011;-70.68014077;-17.44826436
